SourceFile,ByteOrderMark,CharacterSet,CodePage,CodeSize,CompanyName,CompObjUserType,CompObjUserTypeLen,Contributor,ContributorRole,CreateDate,Creation-date,Creator,CreatorFile-as,CreatorId,CreatorRole,Date,Description,DescriptionXmlns,Directory,Document-statisticCell-count,Document-statisticObject-count,Document-statisticTable-count,Editing-cycles,Editing-duration,EntryPoint,Error,ExifToolVersion,FileAccessDate,FileCreateDate,FileDescription,FileFlags,FileFlagsMask,FileModifyDate,FileName,FileOS,FilePermissions,FileSize,FileSubtype,FileType,FileTypeExtension,FileVersion,FileVersionNumber,Format,Generator,Guide,GuideReferenceHref,GuideReferenceTitle,GuideReferenceType,Identifier,IdentifierId,IdentifierScheme,ImageFileCharacteristics,ImageVersion,Initial-creator,InitializedDataSize,Language,LanguageCode,LastModifiedBy,LastPrinted,LegalCopyright,LineCount,LinkerVersion,MachineType,ManifestItemHref,ManifestItemId,ManifestItemMedia-type,ManifestItemProperties,Meta,MetaContent,MetaId,MetaName,MetaProperty,MetaRefines,MetaScheme,MIMEEncoding,MIMEType,ModificationDate,ModifyDate,Newlines,ObjectFileType,OSVersion,PEType,PreviewPNG,Print-date,Printed-by,ProductName,ProductVersion,ProductVersionNumber,PublicationDate,Publisher,RevisionNumber,Rights,Source,SourceId,SpineItemrefIdref,SpineItemrefLinear,SpinePage-progression-direction,SpineToc,Subject,Subsystem,SubsystemVersion,TemplateActuate,TemplateHref,TemplateTitle,TemplateType,TimeStamp,Title,TitleId,TotalEditTime,Tours,ToursTourId,ToursTourSiteHref,ToursTourSiteTitle,ToursTourTitle,Type,UninitializedDataSize,User-definedName,WordCount,ZoneIdentifier
JD_ROBB_Passions_in_Death_-_JD_Robb.epub,,,,,,,,,,,,J. D. Robb,,creator,,,"<p><b>Homicide Detective Eve Dallas hunts a killer who turns a wedding party into a murder scene in the next novel by the #1 <i>New York Times</i> bestselling author, J.D. Robb,<i> Passions in Death.</i><br></b><br>On a hot August night, Lt. Eve Dallas and her husband, Roarke, speed through the streets of Manhattan to the Down and Dirty club, where a joyful, boisterous pre-wedding girls' night out has turned into a murder scene. One of the brides lies in a pool of blood, garroted in a private room where she was preparing a surprise for her fiancée&#8212;two scrimped and saved-for tickets to Hawaii.<br>Despite the dozens of people present, useful witnesses are hard to come by. It all brings back some bad memories for Eve who once suffered an assault in the very same room&#8212;but she'd been able to fight back and survive. She'd gotten justice. And now she needs to provide some for poor young Erin.<br>Eve knows that the level of violence and the apparent premeditation involved...",http://purl.org/dc/elements/1.1/,.,,,,,,,,12.93,2024:12:18 01:36:49-05:00,2024:12:18 01:36:49-05:00,,,,2024:12:18 00:13:47-05:00,JD_ROBB_Passions_in_Death_-_JD_Robb.epub,,-rw-rw-rw-,2.4 MB,,EPUB,epub,,,,,,xhtml/cover.xhtml,Begining,start,9781250289575,uid,,,,,,en-US,,,,,,,,nav.xhtml,nav,application/xhtml+xml,nav,main,cover-image,auth,cover,title-type,#title,onix:codelist5,,application/epub+zip,,,,,,,,,,,,,,St. Martin's Publishing Group,,All rights reserved,urn:isbn:9781250289568,src-id,html-cover-page,no,ltr,toc,,,,,,,,,Passions in Death,title,,,,,,,,,,,Exists
JD_ROBB_Payback_in_Death_-_JD_Robb.epub,,,,,,,,calibre (5.43.0) [https://calibre-ebook.com],bkp,,,J. D. Robb,"Robb, J. D.",,aut,0101:01:01 00:00:00+00:00,"<p><b>A retired colleague's suspicious death puts Lt. Eve Dallas on the case in Payback in Death, the electrifying new novel from #1 New York Times bestselling author J.D. Robb.<br></b> <br>Lt. Eve Dallas is just home from a long overdue vacation when she responds to a call of an unattended death. The victim is Martin Greenleaf, retired Internal Affairs Captain. At first glance, the scene appears to be suicide, but the closer Eve examines the body, the more suspicious she becomes.<br>An unlocked open window, a loving wife and family, a too-perfect suicide note&#8212;Eve's gut says it's a homicide. After all, Greenleaf put a lot of dirty cops away during his forty-seven years in Internal Affairs. It could very well be payback&#8212;and she will not rest until the case is closed.</p>",,.,,,,,,,,12.93,2024:12:18 01:36:49-05:00,2024:12:18 01:36:49-05:00,,,,2024:12:18 00:15:41-05:00,JD_ROBB_Payback_in_Death_-_JD_Robb.epub,,-rw-rw-rw-,1320 kB,,EPUB,epub,,,,,,OEBPS/xhtml/contents.xhtml,Contents,toc,7ce7f8c6-513b-48a9-9aa9-af3134c95785,uuid_id,uuid,,,,,en,,,,,,,,OEBPS/images/9781250284105.jpg,cover,image/jpeg,,,2023:09:05 11:38:25.764774+00:00,,calibre:timestamp,,,,,application/epub+zip,,,,,,,,,,,,,,St. Martin's Publishing Group,,,,,html-cover-page,no,ltr,ncx,,,,,,,,,In Death 57 - Payback in Death,,,,,,,,,,,,Exists
JD_ROBB_Portrait - Imitation - Divided - Visions - Survivor_in_Death _-_J_D_Robb.epub,,,,,,,,,,,,J. D. Robb,,,,,<p>No Description Available.,http://purl.org/dc/elements/1.1/,.,,,,,,,,12.93,2024:12:18 01:49:49-05:00,2024:12:18 01:36:49-05:00,,,,2024:12:18 00:47:15-05:00,JD_ROBB_Portrait - Imitation - Divided - Visions - Survivor_in_Death _-_J_D_Robb.epub,,-rw-rw-rw-,1535 kB,,EPUB,epub,,,,,,contents.html,Table of Contents,toc,0-7865-3946-1,ID1,,,,,,en-us,,,,,,,,toc.ncx,ncx,application/x-dtbncx+xml,,,my-cover-image,,cover,,,,,application/epub+zip,,,,,,,,,,,,,,"Penguin Group USA, Inc.",,,,,my-html-cover,no,,ncx,,,,,,,,,The In Death Collection,,,,,,,,,,,,Exists
JD_ROBB_Portrait_in_Death_-_JD_Robb.epub,,,,,,,,calibre (2.0.0) [http://calibre-ebook.com],bkp,,,J. D. Robb - In Death 16 - Portrait in Death,"Robb, J. D.",,aut,2003:01:31 16:00:00+00:00,"<div><h3>From Publishers Weekly</h3><p>Lieutenant Eve Dallas may live in 2059, but she's still a recognizable Manhattan police officer: mouthy, courageous, skeptical and impatient. In Roberts's latest In Death novel (after Purity in Death), she's charged with finding a killer who murders young people full of innocence and promise, photographs them after death, then taunts both a top reporter and Dallas herself with notes about his handiwork. Just as her investigation of Manhattan's clubs and colleges nears its peak, Eve's husband, the wealthy entrepreneur Roarke, discovers that his mother is not the cold abandoner he remembers, but a tender young Irishwoman whom his father brutally murdered. While he struggles to understand his heritage, the couple must navigate stormy marital waters. Though the mystery's denouement doesn't live up to its promise, the book ably delivers on other fronts. Intensely female yet unfeminine in any traditional sense, Dallas has a complex edge that transcends genre stereotypes and gives the book's romantic interludes a real charge. As always in Roberts's work, appealing secondary characters add genuine warmth and humor. And while this futuristic vision of New York may not be totally accurate (it's unlikely, for example, that Dallas's oft-used ""bite me"" will still be in vogue 50 years from now), it's perfectly calibrated to intrigue.<br>Copyright 2003 Reed Business Information, Inc. </p><h3>Review</h3><p>“<strong>Portrait In Death</strong> will take you on a rollercoaster ride of emotions. You will go from wanting to laugh to wanting to reach for the box of tissues.” —<strong>Barb Hicks, ParaNormal Romance Reviews</strong><br><br>“When you want a book that will excite, thrill and transport you, pick up something by J.D. Robb (aka Nora Roberts). The futuristic Eve Dallas and Rourke suspense stories are without peer!” —<strong>Jill M. Smith, Romantic Times</strong><br><br><strong>“Purity In Death</strong> is a tour-de-force, perfectly displaying Ms. Robb''s considerable writing skill, while at the same time illustrating exactly why this series continues to be an auto-buy for her fans… <strong>Purity In Death</strong> is a winner.” —<strong>Mellanie Crowther, The Romance Readers Connection</strong><br><br>“Thank you J.D. for another surprise, more laughs, and another look into the, hopefully, never ending life that Dallas and Roarke.” <strong>—Michele Patrykus, The Best Reviews</strong><br><br><br></p></div>

<p>A serial killer takes his dead victims' portraits and sends them to the media. Lieutenant Eve Dallas counts on her husband's help to crack the case, but he's just learned a devastating truth about his past.

<span class=""synopsis"">'She was still three feet away when she'd smelled it. She'd walked with death too many times to mistake it.'<br> <br> After a tip from a reporter, Eve Dallas finds the body of a young woman in a Delancey Street dumpster. Just hours before, the news station had mysteriously received a portfolio of professional portraits of the woman. The photos seemed to be nothing out of the ordinary for any pretty young woman starting a modeling career. Except that she wasn't a model. And that these photos were taken after she had been murdered.<br> <br> Now Dallas is on the trail of a killer who's a perfectionist and an artist. He carefully observes and records his victim's every move. And he has a mission: to own every beautiful young woman's innocence, to capture her youth and vitality - in one fateful shot...<br> <br> Lieutenant Eve Dallas faces a serial killer who offers his victims eternal youth by taking their life... She counts on her husband's help to crack the case, but he's just learned a devastating truth about his past.</span>",,.,,,,,,,,12.93,2024:12:18 01:49:49-05:00,2024:12:18 01:36:49-05:00,,,,2024:12:18 00:40:22-05:00,JD_ROBB_Portrait_in_Death_-_JD_Robb.epub,,-rw-rw-rw-,344 kB,,EPUB,epub,,,,,,../titlepage.xhtml,Cover,cover,{6C938537-0CB2-4087-9AF4-8A45CA926C08},uuid_id,uuid,,,,,en,,,,,,,,Images/logo.jpg,a32,image/jpeg,,,Portrait in Death,,calibre:title_sort,,,,,application/epub+zip,2013:09:24,,,,,,,,,,,,,Penguin,,Copyrights as per source stories,,,titlepage,,,ncx,"Fiction, Police, Serial Murders, Mystery & Detective, New York (N.Y.), Political, Police - New York (State) - New York, Policewomen, Romance, Romantic Suspense Fiction, Mystery Fiction, Dallas; Eve (Fictitious Character), Suspense, General, Women Sleuths",,,,,,,,Portrait in Death,,,,,,,,,,,,Exists
JD_ROBB_Possession_in_Death_-_JD_Robb.epub,,,,,,,,calibre (2.0.0) [http://calibre-ebook.com],bkp,,,J. D. Robb - In Death 31.50 - Possession in Death,"Robb, J. D.",,aut,2009:12:31 16:00:00+00:00,"<div><div><br></div><div>'The devil killed my body. I cannot fight, I cannot find. I cannot free her. You must. You are the one. We speak to the dead.' <br><br> Immediately after hearing these words, uttered to her by an old Romanian woman bleeding to death in the street, detective Eve Dallas begins to notice that her latest case has come with a number of interesting side-effects: visions of the deceased, instant familiarity with rooms she's never seen before, and fluency in Russian. Likewise, there appears to be a force inside of her, a spirit other than her own, that won't let her rest until she's found Beata, the old woman's great-granddaughter, whose disappearance two months prior remains a mystery. Desperate to be free of her new 'gifts' , Eve pursues the facts until she discovers a link between Beata's disappearance and the disappearance of eight other young women, all of whom attended the same dance classes, none of whom were ever heard from again.<br></div></div>",,.,,,,,,,,12.93,2024:12:18 01:49:49-05:00,2024:12:18 01:36:49-05:00,,,,2024:12:18 00:40:41-05:00,JD_ROBB_Possession_in_Death_-_JD_Robb.epub,,-rw-rw-rw-,267 kB,,EPUB,epub,,,,,,Text/The_Other_Side_split_001.html#filepos228,Table of Contents,toc,r/j-d-robb/possession-in-death,uuid_id,uuid,,,,,en,,,,,,,,Text/The_Other_Side_split_000.html,id176,application/xhtml+xml,,,Possession in Death,,calibre:title_sort,,,,,application/epub+zip,,,,,,,,,,,,,,Putnam Adult,,,,,titlepage,,,ncx,"Love Stories; American, Short Stories; American",,,,,,,,Possession in Death,,,,,,,,,,,,Exists
JD_ROBB_Random_In_Death_-_J_D_Robb.epub,,,,,,,,calibre (7.4.0) [https://calibre-ebook.com],bkp,,,J. D. Robb,"Robb, J. D.",,aut,0101:01:01 00:00:00+00:00,"<p><b>In this crime thriller from #1 <i>New York Times</i>-bestselling J.D. Robb, a small and easily concealed weapon wreaks havoc, and the killer is just a face in the crowd.</b><br>Jenna's parents had finally given in, and there she was, at a New York club with her best friends, watching the legendary band Avenue A, carrying her demo in hopes of slipping it to the guitarist, Jake Kincade. Then, from the stage, Jake catches her eye, and smiles. It's the best night of her life.<br>It's the last night of her life.<br>Minutes later, Jake's in the alley getting some fresh air, and the girl from the dance floor comes stumbling out, sick and confused and deathly pale. He tries to help, but it's no use. He doesn't know that someone in the crowd has jabbed her with a needle&#8212;and when his girlfriend Nadine arrives, she knows the only thing left to do for the girl is call her friend, Lieutenant Eve Dallas.<br>After everyone on the scene is interviewed, lab results show a toxic mix of...",,.,,,,,,,,12.93,2024:12:18 01:36:49-05:00,2024:12:18 01:36:49-05:00,,,,2024:12:18 00:14:37-05:00,JD_ROBB_Random_In_Death_-_J_D_Robb.epub,,-rw-rw-rw-,922 kB,,EPUB,epub,,,,,,index_split_031.html#filepos836853,Contents,toc,de37c63b-74fc-4328-917f-9121113c9acb,uuid_id,MOBI-ASIN,,,,,en,,,,,,,,cover.jpeg,cover,image/jpeg,,,2024:01:24 10:33:00.745826+00:00,,calibre:timestamp,,,,,application/epub+zip,,,,,,,,,,,,,,,,,,,titlepage,,,ncx,,,,,,,,,Random in Death,,,,,,,,,,,,Exists
JD_ROBB_Rapture_in_Death_-_JD_Robb.epub,,,,,,,,,,,,J.D. Robb,,,,2006:01:15,<p>Each murder victim died smiling. The only one who isn't grinning is New York Police Lieutenant Eve Dallas&#8212;because she's got to find out why.,,.,,,,,,,,12.93,2024:12:18 01:49:49-05:00,2024:12:18 01:36:49-05:00,,,,2024:12:18 00:26:42-05:00,JD_ROBB_Rapture_in_Death_-_JD_Robb.epub,,-rw-rw-rw-,776 kB,,EPUB,epub,,,,,,Text/RAPTUREINDEATH_full-copyright_copyright.html,Copyright Notice,copyright-page,0786566639,ID1,,,,,,en,,,,,,,,toc.ncx,ncx,application/x-dtbncx+xml,,,my-cover-image,,cover,,,,,application/epub+zip,,,,,,,,,,,,,,"Penguin Group USA, Inc.",,,,,my-html-cover,no,,ncx,,,,,,,,,In Death 04 - Rapture in Death,,,,,,,,,,,,Exists
JD_ROBB_Reunion_in_Death_-_JD_Robb.epub,,,,,,,,calibre (2.0.0) [http://calibre-ebook.com],bkp,,,J. D. Robb - In Death 14 - Reunion in Death,"Robb, J. D.",,aut,2001:12:31 16:00:00+00:00,"<div><h3>From Publishers Weekly</h3><p>Seasoned author Nora Roberts, writing as Robb, delivers another exhilarating entry in her popular futuristic cop series featuring Eve Dallas (Seduction in Death, etc.). Dallas, a New York police lieutenant, is a hard-bitten warrior cop who buries the pain and anger of her early childhood by excelling on the job. In her latest adventure, all the usual suspects are back: Eve's charismatic husband, Roarke; her plucky assistant, Peabody; and hipster techno-geek McNab. For this round, their objective is to take down a woman Eve arrested 10 years ago, a poisoner named Julianna Dunne. Julianna's out on parole, and now rich old men are dying sudden deaths. What's more, the ex-con wants to exact a little revenge on her one-time adversary. Eve's search for Dunne takes her all over the country, and eventually to Dallas, Tex., the city that gave her both her name and a legacy of violent nightmares. This is a satisfying, well-paced novel that offers readers a little of everything sex, death, family drama and well-orchestrated chase scenes. Although Robb's plot is tight and suspenseful, the real pleasure here comes from watching Eve struggle to maintain her distance from others, even as she finds herself tied ever more closely to her friends and family by the bonds of love. (Mar. 5)Forecast: It's a given that Roberts's books will grace the bestseller charts, but a stylish cover image depicting a ghostly, Manhattan subway entrance may attract new readers.<br>Copyright 2002 Cahners Business Information, Inc. </p><h3>From Library Journal</h3><p>The most recent chapter of Robb's popular series features Lt. Eve Dallas facing a recently released murderer back to get even. Early in her career, Eve testified against Julianna Dunn, and, during her incarceration, Julianna has been planning how to confuse, humiliate, and ultimately destroy her. This violent reunion begins with the poisoning of middle-aged, wealthy men in seemingly innocuous circumstances on Eve's New York City beat and soon looks like it will culminate with the killing of her husband, Roark. Disconcerting houseguests, a tense visit into Eve's childhood in the city of Dallas, and a comic scene searching for clues in the New York underworld add to the plot and give reader Susan Ericksen the opportunity to charm the listener thoroughly. Her reading is full of color: her accent, pitch, and pacing all add to the listening experience and make this one difficult tape to pause. Recommended for popular collections.<br><em>Juleigh Muirhead Clark, John D. Rockefeller Jr. Lib., Colonial Williamsburg Fdn., VA </em><br>Copyright 2002 Reed Business Information, Inc. </p></div>

<span class=""synopsis"">'Murder was work. Death was a serious chore for the killer, the victim, for the survivors. And for some murder was a labour of love...'<br> <br> At exactly 7:30 pm, Walter Pettibone arrives home to over a hundred friends and family shouting, ""surprise!"". It's his birthday. Although he has known about the planned event for weeks, the real surprise is yet to come. At 8:45 p.m., a woman with emerald eyes and red hair hands him a glass of champagne. One sip of birthday bubbly, and he is dead.<br> <br> The woman's name is Julie Dockport. No one at the party knows who she is. But Detective Eve Dallas remembers her all too well. Eve was personally responsible for her incarceration nearly ten years ago. And now, let out on good behavior, she still has nothing but bad intentions. It appears she wants to meet Dallas again - in a reunion neither will forget....<br> <br> A birthday bash sets the scene for a frightening reunion with a killer from Eve Dallas's past.</span>",,.,,,,,,,,12.93,2024:12:18 01:49:50-05:00,2024:12:18 01:36:49-05:00,,,,2024:12:18 00:41:19-05:00,JD_ROBB_Reunion_in_Death_-_JD_Robb.epub,,-rw-rw-rw-,333 kB,,EPUB,epub,,,,,,../titlepage.xhtml,Cover,cover,r/j-d-robb/reunion-in-death,uuid_id,uuid,,,,,en,,,,,,,,Images/logo.jpg,a10,image/jpeg,,,Reunion in Death,,calibre:title_sort,,,,,application/epub+zip,2013:09:24,,,,,,,,,,,,,Thorndike Press,,Copyrights as per source stories,,,titlepage,,,ncx,"Detective and Mystery Stories, Police, Dallas, Fiction, Mystery Fiction, Women Sleuths, Serial Murderers, Mystery & Detective - Women Sleuths, Eve (Fictitious character), New York (N.Y.), Policewomen, Dallas; Eve (Fictitious Character), Large Type Books, Mystery, Detective, Police Procedural, Marriage, Mystery & Detective - General, Mystery & Detective, American Mystery & Suspense Fiction, Fiction - Mystery, General, Suspense, Mystery & Detective - Police Procedural",,,,,,,,Reunion in Death,,,,,,,,,,,,Exists
JD_ROBB_Ritual_in_Death_-_JD_Robb.epub,,,,,,,,calibre (2.0.0) [http://calibre-ebook.com],bkp,,,J. D. Robb - In Death 27.50 - Ritual in Death,"Robb, J. D.",,aut,2008:11:03 16:00:00+00:00,"<div><p><em> #1 <em>NEW YORK TIMES</em> BESTSELLING AUTHOR Nora Roberts writing as J.D. Robb headlines a hot new anthology of paranormal romance.<br></em></p><em><p>FEATURING A NEW EVE DALLAS NOVELLA.<em><br></em></p><em><p><strong>J.D. Robb</strong> plunges Lieutenant Eve Dallas into the violent aftermath of a ritualistic murder.<br></p><p><strong>Mary Blayney,</strong> investigates a deception that has kept two lovers apart for years.<br></p><p><strong>Ruth Ryan Langan</strong> brings a lost man out of a storm to face a breathtaking twist of fate.<br></p><p>And<strong> Mary Kay McComas</strong> follows a mother, her son, and a wizard lost through the threads of time.<br></p></em></em></div>

<span class=""synopsis"">Lieutenant Eve Dallas plunges into the violent aftermath of a ritualistic murder--and into the mind of an alleged witness who can't remember a thing to save his life.<br> <br> When a high-society party is crashed by a naked, knife-wielding, blood-covered man who ""thinks"" he might have killed someone, Eve Dallas must track down the crime, and the criminals. Everything points to Satanic ritual, but Eve doesn't believe in devil worship....</span>",,.,,,,,,,,12.93,2024:12:18 01:49:50-05:00,2024:12:18 01:36:49-05:00,,,,2024:12:18 00:41:37-05:00,JD_ROBB_Ritual_in_Death_-_JD_Robb.epub,,-rw-rw-rw-,272 kB,,EPUB,epub,,,,,,Text/robb_9781101535370_oeb_toc_r1.xhtml,Table of Contents,toc,b/mary-blayney/suite-606,uuid_id,uuid,,,,,en,,,,,,,,Text/GlobalBackad.html,GlobalBackad.html,application/xhtml+xml,,,Ritual in Death,,calibre:title_sort,,,,,application/epub+zip,,,,,,,,,,,,,,Berkley,,Copyright © 2011 by Nora Roberts.,,,titlepage,,,ncx,"Fiction, Mystery & Detective, Political, Paranormal, General, Romance, Romantic Suspense Fiction, Suspense, Detective and Mystery Stories; American, Fantasy Fiction; American, Love Stories; American, Parapsychology, Short Stories, Fiction:Detective",,,,,,,,Ritual in Death,,,,,,,,,,,,Exists
JD_ROBB_Salvation_in_Death_-_JD_Robb.epub,,,,,,,,calibre (2.0.0) [http://calibre-ebook.com],bkp,,,J. D. Robb - In Death 27 - Salvation in Death,"Robb, J. D.",,aut,2007:12:31 16:00:00+00:00,"<div><h3>From Publishers Weekly</h3><p>Holy communion spells death for Fr. Miguel Flores, a popular Catholic priest in New York City's Spanish Harlem, after he swallows wine laced with cyanide during a funeral in bestseller Robb's unusually introspective 27th crime thriller to feature Lt. Eve Dallas (after <em>Strangers in Death</em>). The ensuing homicide investigation suggests that Flores could actually be Lino Martinez, a former member of a disbanded gang, the Soldados, suspected of two bombings before he disappeared. The death by cyanide of another religious figure, Jimmy Jay Jenkins, founder of the Church of Eternal Light, complicates matters. Are the two murders connected? Sussing out the answer to that question involves some serious digging. Dallas's husband, Roarke, and fun sidekick, Det. Delia Peabody, lend support. Robb offers a multilayered solution to several crimes that serves as yet another reminder that wolves sometimes hide in sheep's (or priest's) clothing, but justice, like faith, has no expiration date. <em>(Nov.)</em> <br>Copyright © Reed Business Information, a division of Reed Elsevier Inc. All rights reserved. </p><h3>From Booklist</h3><p>The Eve Dallas series of near-future mysteries rolls comfortably along in this latest installment, the twenty-ninth. The series began in 1995 so the author can fairly be accused of cranking them out (she’s also published a book or two under her real name, Nora Roberts). Despite being a lesser product of the Roberts machine, the Dallas novels have a certain charm, in a mass-produced kind of way. The near-future setting (the mid-twenty-first century) is nicely realized without being too excessively detailed; the protagonist, homicide detective Dallas, is a likable and strong character, well able to support a multivolume series; and the cases—including this one, about a murder in an ancient church, the aftermath of which reveals that the victim might not have been the gentle Catholic priest his parishioners thought he was—are imaginative and suspenseful. The dialogue is a little clumsy, and the narrative passages sometimes seem a bit contrived, but there’s a reason so many Dallas novels have appeared in so short a time: they sell. So will this one. --David Pitt </p></div>

<p>Ancient church rituals meet cutting- edge crime solving in the latest novel in the #1 New York Times&#8211;bestselling series that's ""Law & Order: SVU&#8212;in the future"" (Entertainment Weekly).In the year 2060, sophisticated investigative tools can help catch a killer. But there are some questions even the most advanced technologies cannot answer.Ridley Pearson has praised J. D. Robb's suspense as ""taut"" and ""nerve-jangling."" Her latest thriller sets a new standard for suspense, as the priest at a Catholic funeral mass brings the chalice to his lips&#8212;and falls over dead.When Detective Lieutenant Eve Dallas confirms that the consecrated wine contained potassium cyanide, she's determined to solve the murder of Father Miguel Flores, despite her discomfort with her surroundings. It's not the bodegas and pawnshops of East Harlem that bother her, though the neighborhood is a long way from the stone mansion she shares with her billionaire husband, Roarke. It's all that holiness...",,.,,,,,,,,12.93,2024:12:18 01:49:50-05:00,2024:12:18 01:36:49-05:00,,,,2024:12:18 00:41:59-05:00,JD_ROBB_Salvation_in_Death_-_JD_Robb.epub,,-rw-rw-rw-,359 kB,,EPUB,epub,,,,,,robb_9781440653063_oeb_toc_r1.html,Table of Contents,toc,I1iP3vlQLqEC,bookid,calibre,,,,,en,,,,,,,,page-template.xpgt,pt,application/vnd.adobe.page-template+xml,,,Salvation in Death,,calibre:title_sort,,,,,application/epub+zip,,,,,,,,,,,,,,Hachette Digital,,NONE,,,titlepage,,,ncx,"Fiction, General, Women Sleuths, Mystery & Detective",,,,,,,,Salvation in Death,,,,,,,,,,,,Exists
JD_ROBB_Secrets_in_Death_-_JD_Robb.epub,,,,,,,,,,,,J. D. Robb,,creator,,,,,.,,,,,,,,12.93,2024:12:18 01:49:50-05:00,2024:12:18 01:36:49-05:00,,,,2024:12:18 00:42:19-05:00,JD_ROBB_Secrets_in_Death_-_JD_Robb.epub,,-rw-rw-rw-,1178 kB,,EPUB,epub,,,,,,xhtml/contents.xhtml,Contents,toc,urn:uuid:17fdc352-7c0d-43a4-b04b-6248cfbe76a8,pub-id,,,,,,en-US,,,,,,,,nav.xhtml,nav,application/xhtml+xml,nav,2017:05:18 19:15:26Z,cover-image,auth,cover,dcterms:modified,,,,application/epub+zip,,,,,,,,,,,,,,St. Martin’s Press,,All rights reserved,,,html-cover-page,no,ltr,toc,,,,,,,,,Secrets in Death,title,,,,,,,,,,,Exists
JD_ROBB_Shadows_in_Death_-_J_D_Robb.epub,,,,,,,,,,,,"Robb, J. D.",,,,,,,.,,,,,,,,12.93,2024:12:18 01:49:50-05:00,2024:12:18 01:36:49-05:00,,,,2024:12:18 00:21:37-05:00,JD_ROBB_Shadows_in_Death_-_J_D_Robb.epub,,-rw-rw-rw-,371 kB,,EPUB,epub,,,,,,Text/part0004.xhtml,Table of Contents,toc,3711815639,uid,,,,,,en,,,,,,,,Text/cover_page.xhtml,x_cover,application/xhtml+xml,,,x_cover-image,,cover,,,,,application/epub+zip,,,,,,,,,,,,,2020:09:08,"Little, Brown Book Group",,Copyright © 2020 by Nora Roberts,,,x_cover,no,,ncx,,,,,,,,,Shadows in Death,,,"
",,,,,,,,,Exists
JD_ROBB_Silent_Night_-_JD_Robb.epub,,,,,,,,calibre (0.7.37) [http://calibre-ebook.com],bkp,,,Nora Roberts; J. D. Robb,"Robb, Nora Roberts; J. D.",,aut,1998:11:01 07:00:00+00:00,"SUMMARY: A quartet of holiday stories of romance and suspense includes J. D. Robb's ""Midnight in Death""; Susan Plunkett's ""Christmas Promises""; Dee Holmes's ""The Unexpected Gift""; and Claire Cross's ""A Berry Merry Christmas."" Original.",,.,,,,,,,,12.93,2024:12:18 01:49:50-05:00,2024:12:18 01:36:49-05:00,,,,2024:12:18 00:42:45-05:00,JD_ROBB_Silent_Night_-_JD_Robb.epub,,-rw-rw-rw-,132 kB,,EPUB,epub,,,,,,Silent_Night_split_010.html#filepos161741,Table of Contents,toc,eb163a83-4a63-45fd-9276-d0acc33a5374,uuid_id,ISBN,,,,,en,,,,,,,,Silent_Night_split_000.html,id111,application/xhtml+xml,,,2011:01:27 22:20:04.224000+00:00,,calibre:timestamp,,,,,application/epub+zip,,,,,,,,,,,,,,Jove Books,,,,,titlepage,,,ncx,"American, General, Political, Romance, Fiction, Fiction - Romance, Modern & contemporary fiction (post c 1945), General & Literary Fiction, Contemporary, Love stories, Detective and mystery stories, Mystery & Detective, Women Sleuths, Romance - Anthologies, Police Procedural, Modern fiction, Anthologies (multiple authors), Anthologies, Christmas stories",,,,,,,,Silent Night,,,,,,,,,,,,Exists
